Time	Water column behaviour	Prey present	Prey abundance	Foraging behavior	Cons/Hetero	Cons/Hetero abundance	Direction	Comments
423.67	Gliding (G)							
423.70	Gliding (G)							
423.73	Gliding (G)							
423.77	Gliding (G)							
423.80	Gliding (G)							
423.83	Gliding (G)							
423.87	Gliding (G)							
423.90	Gliding (G)							
423.93	Gliding (G)							
423.97	Gliding (G)							
424.00	Gliding (G)							
424.03	Gliding (G)							
424.07	Gliding (G)							
424.10	Gliding (G)							
424.13	Gliding (G)							
424.17	Gliding (G)							
424.20	Gliding (G)							
424.23	Gliding (G)							
424.27	Gliding (G)							
424.30	Gliding (G)							
424.33	Gliding (G)							
424.37	Gliding (G)							
424.40	Gliding (G)							
424.43	Gliding (G)							
424.47	Gliding (G)							
424.50	Gliding (G)							
424.53	Gliding (G)							
424.57	Gliding (G)							
424.60	Gliding (G)							
424.63	Gliding (G)							
424.67	Gliding (G)							
424.70	Gliding (G)							
424.73	Gliding (G)							
424.77	Gliding (G)							
424.80	Gliding (G)							
424.83	Gliding (G)							
424.87	Gliding (G)							
424.90	Gliding (G)							
424.93	Gliding (G)							
424.97	Gliding (G)							
425.00	Gliding (G)							
425.03	Gliding (G)							
425.07	Gliding (G)							
425.10	Gliding (G)							
425.13	Flapping (F)							
425.17	Flapping (F)							
425.20	Flapping (F)							
425.23	Flapping (F)							
425.27	Flapping (F)							
425.30	Flapping (F)							
425.33	Flapping (F)							
425.37	Flapping (F)							
425.40	Flapping (F)							
425.43	Flapping (F)							
425.47	Flapping (F)							
425.50	Flapping (F)							
425.53	Flapping (F)							
425.57	Flapping (F)							
425.60	Flapping (F)							
425.63	Flapping (F)							
425.67	Flapping (F)							
425.70	Flapping (F)							
425.73	Flapping (F)							
425.77	Flapping (F)							
425.80	Flapping (F)							
425.83	Flapping (F)							
425.87	Flapping (F)							
425.90	Flapping (F)							
425.93	Flapping (F)							
425.97	Flapping (F)							
426.00	Flapping (F)							
426.03	Flapping (F)							
426.07	Flapping (F)							
426.10	Flapping (F)							
426.13	Flapping (F)							
426.17	Flapping (F)							
426.20	Flapping (F)							
426.23	Flapping (F)							
426.27	Flapping (F)							
426.30	Flapping (F)							
426.33	Flapping (F)							
426.37	Flapping (F)							
426.40	Flapping (F)							
426.43	Flapping (F)							
426.47	Flapping (F)							
426.50	Flapping (F)							
426.53	Flapping (F)							
426.57	Flapping (F)							
426.60	Flapping (F)							
426.63	Flapping (F)							
426.67	Flapping (F)							
426.70	Flapping (F)							
426.73	Flapping (F)							
426.77	Flapping (F)							
426.80	Flapping (F)							
426.83	Flapping (F)							
426.87	Flapping (F)							
426.90	Flapping (F)							
426.93	Flapping (F)							
426.97	Flapping (F)							
427.00	Flapping (F)							
427.03	Flapping (F)							
427.07	Flapping (F)							
427.10	Flapping (F)							
427.13	Flapping (F)							
427.17	Flapping (F)							
427.20	Flapping (F)							
427.23	Flapping (F)							
427.27	Flapping (F)							
427.30	Flapping (F)							
427.33	Flapping (F)							
427.37	Flapping (F)							
427.40	Flapping (F)							
427.43	Flapping (F)							
427.47	Flapping (F)							
427.50	Flapping (F)							
427.53	Flapping (F)							
427.57	Flapping (F)							
427.60	Flapping (F)							
427.63	Flapping (F)							
427.67	Flapping (F)							
427.70	Flapping (F)							
427.73	Flapping (F)							
427.77	Flapping (F)							
427.80	Flapping (F)							
427.83	Flapping (F)							
427.87	Flapping (F)							
427.90	Flapping (F)							
427.93	Flapping (F)							
427.97	Flapping (F)							
428.00	Flapping (F)							
428.03	Flapping (F)							
428.07	Flapping (F)							
428.10	Gliding (G)							
428.13	Gliding (G)							
428.17	Gliding (G)							
428.20	Gliding (G)							
428.23	Gliding (G)							
428.27	Gliding (G)							
428.30	Gliding (G)							
428.33	Gliding (G)							
428.37	Gliding (G)							
428.40	Gliding (G)							
428.43	Gliding (G)							
428.47	Gliding (G)							
428.50	Gliding (G)							
428.53	Gliding (G)							
428.57	Gliding (G)							
428.60	Gliding (G)							
428.63	Gliding (G)							
428.67	Gliding (G)							
428.70	Gliding (G)							
428.73	Gliding (G)							
428.77	Gliding (G)							
428.80	Gliding (G)							
428.83	Gliding (G)							
428.87	Gliding (G)							
428.90	Gliding (G)							
428.93	Gliding (G)							
428.97	Flapping (F)							
429.00	Flapping (F)							
429.03	Flapping (F)							
429.07	Flapping (F)							
429.10	Flapping (F)							
429.13	Flapping (F)							
429.17	Flapping (F)							
429.20	Flapping (F)							
429.23	Flapping (F)							
429.27	Flapping (F)							
429.30	Flapping (F)							
429.33	Flapping (F)							
429.37	Flapping (F)							
429.40	Flapping (F)							
429.43	Flapping (F)							
429.47	Flapping (F)							
429.50	Flapping (F)							
429.53	Flapping (F)							
429.57	Flapping (F)							
429.60	Flapping (F)							
429.63	Flapping (F)							
429.67	Flapping (F)							
429.70	Flapping (F)							
429.73	Flapping (F)							
429.77	Flapping (F)							
429.80	Flapping (F)							
429.83	Flapping (F)							
429.87	Flapping (F)							
429.90	Flapping (F)							
429.93	Flapping (F)							
429.97	Flapping (F)							
430.00	Flapping (F)							
430.03	Flapping (F)							
430.07	Flapping (F)							
430.10	Flapping (F)							
430.13	Flapping (F)							
430.17	Flapping (F)							
430.20	Flapping (F)							
430.23	Gliding (G)							
430.27	Gliding (G)							
430.30	Gliding (G)							
430.33	Gliding (G)							
430.37	Gliding (G)							
430.40	Gliding (G)							
430.43	Gliding (G)							
430.47	Gliding (G)							
430.50	Gliding (G)							
430.53	Gliding (G)							
430.57	Gliding (G)							
430.60	Gliding (G)							
430.63	Gliding (G)							
430.67	Gliding (G)							
430.70	Gliding (G)							
430.73	Gliding (G)							
430.77	Gliding (G)							
430.80	Gliding (G)							
430.83	Gliding (G)							
430.87	Gliding (G)							
430.90	Gliding (G)							
430.93	Gliding (G)							
430.97	Gliding (G)							
431.00	Gliding (G)							
431.03	Gliding (G)							
431.07	Gliding (G)							
431.10	Gliding (G)							
431.13	Flapping (F)							
431.17	Flapping (F)							
431.20	Flapping (F)							
431.23	Flapping (F)							
431.27	Flapping (F)							
431.30	Flapping (F)							
431.33	Flapping (F)							
431.37	Flapping (F)							
431.40	Flapping (F)							
431.43	Flapping (F)							
431.47	Flapping (F)							
431.50	Flapping (F)							
431.53	Flapping (F)							
431.57	Flapping (F)							
431.60	Flapping (F)							
431.63	Flapping (F)							
431.67	Flapping (F)							
431.70	Flapping (F)							
431.73	Flapping (F)							
431.77	Flapping (F)							
431.80	Flapping (F)							
431.83	Flapping (F)							
431.87	Flapping (F)							
431.90	Flapping (F)							
431.93	Flapping (F)							
431.97	Flapping (F)							
432.00	Flapping (F)							
432.03	Flapping (F)							
432.07	Flapping (F)							
432.10	Flapping (F)							
432.13	Flapping (F)							
432.17	Flapping (F)							
432.20	Flapping (F)							
432.23	Flapping (F)							
432.27	Flapping (F)							
432.30	Flapping (F)							
432.33	Flapping (F)							
432.37	Flapping (F)							
432.40	Flapping (F)							
432.43	Flapping (F)							
432.47	Flapping (F)							
432.50	Flapping (F)							
432.53	Flapping (F)							
432.57	Flapping (F)							
432.60	Flapping (F)							
432.63	Flapping (F)							
432.67	Flapping (F)							
432.70	Flapping (F)							
432.73	Flapping (F)							
432.77	Flapping (F)							
432.80	Flapping (F)							
432.83	Flapping (F)							
432.87	Flapping (F)							
432.90	Flapping (F)							
432.93	Flapping (F)							
432.97	Flapping (F)							
433.00	Flapping (F)							
433.03	Flapping (F)							
433.07	Flapping (F)							
433.10	Gliding (G)							
433.13	Gliding (G)							
433.17	Gliding (G)							
433.20	Gliding (G)							
433.23	Gliding (G)							
433.27	Gliding (G)							
433.30	Gliding (G)							
433.33	Gliding (G)							
433.37	Gliding (G)							
433.40	Gliding (G)							
433.43	Gliding (G)							
433.47	Gliding (G)							
433.50	Gliding (G)							
433.53	Gliding (G)							
433.57	Gliding (G)							
433.60	Gliding (G)							
433.63	Gliding (G)							
433.67	Gliding (G)							
433.70	Gliding (G)							
433.73	Gliding (G)							
433.77	Gliding (G)							
433.80	Gliding (G)							
433.83	Gliding (G)							
433.87	Gliding (G)							
433.90	Gliding (G)							
433.93	Gliding (G)							
433.97	Gliding (G)							
434.00	Gliding (G)							
434.03	Gliding (G)							
434.07	Gliding (G)							
434.10	Gliding (G)							
434.13	Gliding (G)							
434.17	Flapping (F)							
434.20	Flapping (F)							
434.23	Flapping (F)							
434.27	Flapping (F)							
434.30	Flapping (F)							
434.33	Flapping (F)							
434.37	Flapping (F)							
434.40	Flapping (F)							
434.43	Flapping (F)							
434.47	Flapping (F)							
434.50	Flapping (F)							
434.53	Flapping (F)							
434.57	Flapping (F)							
434.60	Flapping (F)							
434.63	Flapping (F)							
434.67	Flapping (F)							
434.70	Flapping (F)							
434.73	Flapping (F)							
434.77	Flapping (F)							
434.80	Flapping (F)							
434.83	Flapping (F)							
434.87	Flapping (F)							
434.90	Flapping (F)							
434.93	Flapping (F)							
434.97	Flapping (F)							
435.00	Flapping (F)							
435.03	Flapping (F)							
435.07	Flapping (F)							
435.10	Flapping (F)							
435.13	Flapping (F)							
435.17	Flapping (F)							
435.20	Flapping (F)							
435.23	Flapping (F)							
435.27	Flapping (F)							
435.30	Flapping (F)							
435.33	Flapping (F)							
435.37	Flapping (F)							
435.40	Flapping (F)							
435.43	Flapping (F)							
435.47	Flapping (F)							
435.50	Flapping (F)							
435.53	Flapping (F)							
435.57	Flapping (F)							
435.60	Flapping (F)							
435.63	Flapping (F)							
435.67	Flapping (F)							
435.70	Flapping (F)							
435.73	Flapping (F)							
435.77	Flapping (F)							
435.80	Flapping (F)							
435.83	Flapping (F)							
435.87	Flapping (F)							
435.90	Flapping (F)							
435.93	Flapping (F)							
435.97	Flapping (F)							
436.00	Flapping (F)							
436.03	Flapping (F)							
436.07	Flapping (F)							
436.10	Flapping (F)							
436.13	Flapping (F)							
436.17	Flapping (F)							
436.20	Flapping (F)							
436.23	Flapping (F)							
436.27	Gliding (G)							
436.30	Gliding (G)							
436.33	Gliding (G)							
436.37	Gliding (G)							
436.40	Gliding (G)							
436.43	Gliding (G)							
436.47	Gliding (G)							
436.50	Gliding (G)							
436.53	Gliding (G)							
436.57	Gliding (G)							
436.60	Gliding (G)							
436.63	Gliding (G)							
436.67	Gliding (G)							
436.70	Gliding (G)							
436.73	Gliding (G)							
436.77	Gliding (G)							
436.80	Gliding (G)							
436.83	Gliding (G)							
436.87	Gliding (G)							
436.90	Gliding (G)							
436.93	Gliding (G)							
436.97	Gliding (G)							
437.00	Gliding (G)							
437.03	Gliding (G)							
437.07	Gliding (G)							
437.10	Gliding (G)							
437.13	Gliding (G)							
437.17	Gliding (G)							
437.20	Gliding (G)							
437.23	Gliding (G)							
437.27	Gliding (G)							
437.30	Gliding (G)							
437.33	Gliding (G)							
437.37	Gliding (G)							
437.40	Gliding (G)							
437.43	Gliding (G)							
437.47	Gliding (G)							
437.50	Gliding (G)							
437.53	Flapping (F)							
437.57	Flapping (F)							
437.60	Flapping (F)							
437.63	Flapping (F)							
437.67	Flapping (F)							
437.70	Flapping (F)							
437.73	Flapping (F)							
437.77	Flapping (F)							
437.80	Flapping (F)							
437.83	Flapping (F)							
437.87	Flapping (F)							
437.90	Flapping (F)							
437.93	Flapping (F)							
437.97	Flapping (F)							
438.00	Flapping (F)							
438.03	Flapping (F)							
438.07	Flapping (F)							
438.10	Flapping (F)							
438.13	Flapping (F)							
438.17	Flapping (F)							
438.20	Flapping (F)							
438.23	Flapping (F)							
438.27	Flapping (F)							
438.30	Flapping (F)							
438.33	Flapping (F)							
438.37	Flapping (F)							
438.40	Flapping (F)							
438.43	Flapping (F)							
438.47	Flapping (F)							
438.50	Flapping (F)							
438.53	Flapping (F)							
438.57	Flapping (F)							
438.60	Flapping (F)							
438.63	Flapping (F)							
438.67	Flapping (F)							
438.70	Flapping (F)							
438.73	Flapping (F)							
438.77	Flapping (F)							
438.80	Flapping (F)							
438.83	Flapping (F)							
438.87	Flapping (F)							
438.90	Flapping (F)							
438.93	Flapping (F)							
438.97	Flapping (F)							
439.00	Flapping (F)							
439.03	Flapping (F)							
439.07	Flapping (F)							
439.10	Flapping (F)							
439.13	Flapping (F)							
439.17	Flapping (F)							
439.20	Flapping (F)							
439.23	Flapping (F)							
439.27	Flapping (F)							
439.30	Flapping (F)							
439.33	Flapping (F)							
439.37	Flapping (F)							
439.40	Flapping (F)							
439.43	Flapping (F)							
439.47	Flapping (F)							
439.50	Flapping (F)							
439.53	Flapping (F)							
439.57	Flapping (F)							
439.60	Flapping (F)							
439.63	Flapping (F)							
439.67	Flapping (F)							
439.70	Flapping (F)							
439.73	Flapping (F)							
439.77	Flapping (F)							
439.80	Flapping (F)							
439.83	Flapping (F)							
439.87	Flapping (F)							
439.90	Flapping (F)							
439.93	Flapping (F)							
439.97	Flapping (F)							
440.00	Flapping (F)							
440.03	Flapping (F)							
440.07	Flapping (F)							
440.10	Flapping (F)							
440.13	Flapping (F)							
440.17	Flapping (F)							
440.20	Flapping (F)							
440.23	Flapping (F)							
440.27	Flapping (F)							
440.30	Flapping (F)							
440.33	Flapping (F)							
440.37	Flapping (F)							
440.40	Flapping (F)							
440.43	Flapping (F)							
440.47	Flapping (F)							
440.50	Flapping (F)							
440.53	Flapping (F)							
440.57	Flapping (F)							
440.60	Flapping (F)							
440.63	Flapping (F)							
440.67	Flapping (F)							
440.70	Flapping (F)							
440.73	Flapping (F)							
440.77	Flapping (F)							
440.80	Flapping (F)							
440.83	Flapping (F)							
440.87	Flapping (F)							
440.90	Flapping (F)							
440.93	Gliding (G)							
440.97	Gliding (G)							
441.00	Gliding (G)							
441.03	Gliding (G)							
441.07	Gliding (G)							
441.10	Gliding (G)							
441.13	Gliding (G)							
441.17	Gliding (G)							
441.20	Gliding (G)							
441.23	Gliding (G)							
441.27	Gliding (G)							
441.30	Gliding (G)							
441.33	Gliding (G)							
441.37	Gliding (G)							
441.40	Gliding (G)							
441.43	Gliding (G)							
441.47	Gliding (G)							
441.50	Gliding (G)							
441.53	Gliding (G)							
441.57	Gliding (G)							
441.60	Gliding (G)							
441.63	Gliding (G)							
441.67	Gliding (G)							
441.70	Gliding (G)							
441.73	Gliding (G)							
441.77	Gliding (G)							
441.80	Gliding (G)							
441.83	Gliding (G)							
441.87	Gliding (G)							
441.90	Gliding (G)							
441.93	Gliding (G)							
441.97	Gliding (G)							
442.00	Gliding (G)							
442.03	Gliding (G)							
442.07	Gliding (G)							
442.10	Gliding (G)							
442.13	Gliding (G)							
442.17	Gliding (G)							
442.20	Gliding (G)							
442.23	Gliding (G)							
442.27	Gliding (G)							
442.30	Gliding (G)							
442.33	Gliding (G)							
442.37	Gliding (G)							
442.40	Gliding (G)							
442.43	Gliding (G)							
442.47	Gliding (G)							
442.50	Gliding (G)							
442.53	Gliding (G)							
442.57	Gliding (G)							
442.60	Gliding (G)							
442.63	Gliding (G)							
442.67	Gliding (G)							
442.70	Gliding (G)							
442.73	Gliding (G)							
442.77	Gliding (G)							
442.80	Gliding (G)							
442.83	Gliding (G)							
442.87	Gliding (G)							
442.90	Gliding (G)							
442.93	Gliding (G)							
442.97	Gliding (G)							
443.00	Gliding (G)							
443.03	Gliding (G)							
443.07	Gliding (G)							
443.10	Gliding (G)							
443.13	Gliding (G)							
443.17	Gliding (G)							
443.20	Gliding (G)							
443.23	Gliding (G)							
443.27	Gliding (G)							
443.30	Gliding (G)							
443.33	Gliding (G)							
443.37	Gliding (G)							
443.40	Gliding (G)							
443.43	Gliding (G)							
443.47	Gliding (G)							
443.50	Gliding (G)							
443.53	Gliding (G)							
443.57	Gliding (G)							
443.60	Gliding (G)							
443.63	Gliding (G)							
443.67	Gliding (G)							
443.70	Gliding (G)							
443.73	Gliding (G)							
443.77	Gliding (G)							
443.80	Gliding (G)							
443.83	Gliding (G)							
443.87	Gliding (G)							
443.90	Gliding (G)							
443.93	Gliding (G)							
443.97	Gliding (G)							
444.00	Gliding (G)							
444.03	Gliding (G)							
444.07	Gliding (G)							
444.10	Gliding (G)							
444.13	Gliding (G)							
444.17	Flapping (F)							
444.20	Flapping (F)							
444.23	Flapping (F)							
444.27	Flapping (F)							
444.30	Flapping (F)							
444.33	Flapping (F)							
444.37	Flapping (F)							
444.40	Flapping (F)							
444.43	Flapping (F)							
444.47	Flapping (F)							
444.50	Flapping (F)							
444.53	Flapping (F)							
444.57	Flapping (F)							
444.60	Flapping (F)							
444.63	Flapping (F)							
444.67	Flapping (F)							
444.70	Flapping (F)							
444.73	Flapping (F)							
444.77	Flapping (F)							
444.80	Flapping (F)							
444.83	Flapping (F)							
444.87	Flapping (F)							
444.90	Flapping (F)							
444.93	Flapping (F)							
444.97	Flapping (F)							
445.00	Flapping (F)							
445.03	Flapping (F)							
445.07	Flapping (F)							
445.10	Flapping (F)							
445.13	Flapping (F)							
445.17	Flapping (F)							
445.20	Flapping (F)							
445.23	Flapping (F)							
445.27	Flapping (F)							
445.30	Flapping (F)							
445.33	Flapping (F)							
445.37	Flapping (F)							
445.40	Flapping (F)							
445.43	Flapping (F)							
445.47	Flapping (F)							
445.50	Flapping (F)							
445.53	Flapping (F)							
445.57	Flapping (F)							
445.60	Flapping (F)							
445.63	Flapping (F)							
445.67	Flapping (F)							
445.70	Flapping (F)							
445.73	Flapping (F)							
445.77	Flapping (F)							
445.80	Flapping (F)							
445.83	Flapping (F)							
445.87	Flapping (F)							
445.90	Flapping (F)							
445.93	Flapping (F)							
445.97	Flapping (F)							
446.00	Flapping (F)							
446.03	Flapping (F)							
446.07	Flapping (F)							
446.10	Flapping (F)							
446.13	Flapping (F)							
446.17	Flapping (F)							
446.20	Flapping (F)							
446.23	Gliding (G)							
446.27	Gliding (G)							
446.30	Gliding (G)							
446.33	Gliding (G)							
446.37	Gliding (G)							
446.40	Gliding (G)							
446.43	Gliding (G)							
446.47	Gliding (G)							
446.50	Gliding (G)							
446.53	Gliding (G)							
446.57	Gliding (G)							
446.60	Gliding (G)							
446.63	Gliding (G)							
446.67	Gliding (G)							
446.70	Gliding (G)							
446.73	Gliding (G)							
446.77	Gliding (G)							
446.80	Gliding (G)							
446.83	Gliding (G)							
446.87	Gliding (G)							
446.90	Gliding (G)							
446.93	Gliding (G)							
446.97	Gliding (G)							
447.00	Gliding (G)							
447.03	Gliding (G)							
447.07	Gliding (G)							
447.10	Gliding (G)							
447.13	Gliding (G)							
447.17	Gliding (G)							
447.20	Gliding (G)							
447.23	Gliding (G)							
447.27	Gliding (G)							
447.30	Gliding (G)							
447.33	Gliding (G)							
447.37	Gliding (G)							
447.40	Gliding (G)							
447.43	Gliding (G)							
447.47	Gliding (G)							
447.50	Gliding (G)							
447.53	Gliding (G)							
447.57	Gliding (G)							
447.60	Gliding (G)							
447.63	Gliding (G)							
447.67	Gliding (G)							
447.70	Flapping (F)							
447.73	Flapping (F)							
447.77	Flapping (F)							
447.80	Flapping (F)							
447.83	Flapping (F)							
447.87	Flapping (F)							
447.90	Flapping (F)							
447.93	Flapping (F)							
447.97	Flapping (F)							
448.00	Flapping (F)							
448.03	Flapping (F)							
448.07	Flapping (F)							
448.10	Flapping (F)							
448.13	Flapping (F)							
448.17	Flapping (F)							
448.20	Flapping (F)							
448.23	Flapping (F)							
448.27	Flapping (F)							
448.30	Flapping (F)							
448.33	Flapping (F)							
448.37	Flapping (F)							
448.40	Flapping (F)							
448.43	Gliding (G)							
448.47	Gliding (G)							
448.50	Gliding (G)							
448.53	Gliding (G)							
448.57	Gliding (G)							
448.60	Gliding (G)							
448.63	Gliding (G)							
448.67	Gliding (G)							
448.70	Gliding (G)							
448.73	Gliding (G)							
448.77	Gliding (G)							
448.80	Gliding (G)							
448.83	Gliding (G)							
448.87	Gliding (G)							
448.90	Gliding (G)							
448.93	Gliding (G)							
448.97	Gliding (G)							
449.00	Gliding (G)							
449.03	Gliding (G)							
449.07	Gliding (G)							
449.10	Gliding (G)							
449.13	Gliding (G)							
449.17	Gliding (G)							
449.20	Gliding (G)							
449.23	Gliding (G)							
449.27	Gliding (G)							
449.30	Gliding (G)							
449.33	Gliding (G)							
449.37	Gliding (G)							
449.40	Gliding (G)							
449.43	Gliding (G)							
449.47	Gliding (G)							
449.50	Gliding (G)							
449.53	Gliding (G)							
449.57	Gliding (G)							
449.60	Gliding (G)							
449.63	Gliding (G)							
449.67	Gliding (G)							
449.70	Gliding (G)							
449.73	Gliding (G)							
449.77	Gliding (G)							
449.80	Gliding (G)							
449.83	Flapping (F)							
449.87	Flapping (F)							
449.90	Flapping (F)							
449.93	Flapping (F)							
449.97	Flapping (F)							
450.00	Flapping (F)							
450.03	Flapping (F)							
450.07	Flapping (F)							
450.10	Flapping (F)							
450.13	Flapping (F)							
450.17	Flapping (F)							
450.20	Flapping (F)							
450.23	Flapping (F)							
450.27	Flapping (F)							
450.30	Flapping (F)							
450.33	Flapping (F)							
450.37	Flapping (F)							
450.40	Flapping (F)							
450.43	Flapping (F)							
450.47	Flapping (F)							
450.50	Flapping (F)							
450.53	Flapping (F)							
450.57	Flapping (F)							
450.60	Flapping (F)							
450.63	Flapping (F)							
450.67	Flapping (F)							
450.70	Flapping (F)							
450.73	Flapping (F)							
450.77	Flapping (F)							
450.80	Flapping (F)							
450.83	Flapping (F)							
450.87	Flapping (F)							
450.90	Flapping (F)							
450.93	Flapping (F)							
450.97	Flapping (F)							
451.00	Flapping (F)							
451.03	Flapping (F)							
451.07	Flapping (F)							
451.10	Flapping (F)							
451.13	Flapping (F)							
451.17	Flapping (F)							
451.20	Flapping (F)							
451.23	Flapping (F)							
451.27	Flapping (F)							
451.30	Flapping (F)							
451.33	Flapping (F)							
451.37	Flapping (F)							
451.40	Flapping (F)							
451.43	Flapping (F)							
451.47	Flapping (F)							
451.50	Flapping (F)							
451.53	Flapping (F)							
451.57	Flapping (F)							
451.60	Gliding (G)							
451.63	Gliding (G)							
451.67	Gliding (G)							
451.70	Gliding (G)							
451.73	Gliding (G)							
451.77	Gliding (G)							
451.80	Gliding (G)							
451.83	Gliding (G)							
451.87	Gliding (G)							
451.90	Gliding (G)							
451.93	Gliding (G)							
451.97	Gliding (G)							
452.00	Gliding (G)							
452.03	Gliding (G)							
452.07	Gliding (G)							
452.10	Gliding (G)							
452.13	Gliding (G)							
452.17	Gliding (G)							
452.20	Gliding (G)							
452.23	Gliding (G)							
452.27	Gliding (G)							
452.30	Gliding (G)							
452.33	Gliding (G)							
452.37	Gliding (G)							
452.40	Gliding (G)							
452.43	Gliding (G)							
452.47	Gliding (G)							
452.50	Gliding (G)							
452.53	Gliding (G)							
452.57	Gliding (G)							
452.60	Gliding (G)							
452.63	Gliding (G)							
452.67	Gliding (G)							
452.70	Gliding (G)							
452.73	Gliding (G)							
452.77	Gliding (G)							
452.80	Gliding (G)							
452.83	Gliding (G)							
452.87	Gliding (G)							
452.90	Gliding (G)							
452.93	Gliding (G)							
452.97	Gliding (G)							
453.00	Gliding (G)							
453.03	Gliding (G)							
453.07	Gliding (G)							
453.10	Gliding (G)							
453.13	Gliding (G)							
453.17	Gliding (G)							
453.20	Gliding (G)							
453.23	Gliding (G)							
453.27	Gliding (G)							
453.30	Gliding (G)							
453.33	Gliding (G)							
453.37	Gliding (G)							
453.40	Gliding (G)							
453.43	Gliding (G)							
453.47	Flapping (F)							
453.50	Flapping (F)							
453.53	Flapping (F)							
453.57	Flapping (F)							
453.60	Flapping (F)							
453.63	Flapping (F)							
453.67	Flapping (F)							
453.70	Flapping (F)							
453.73	Flapping (F)							
453.77	Flapping (F)							
453.80	Flapping (F)							
453.83	Flapping (F)							
453.87	Flapping (F)							
453.90	Flapping (F)							
453.93	Flapping (F)							
453.97	Flapping (F)							
454.00	Flapping (F)							
454.03	Flapping (F)							
454.07	Flapping (F)							
454.10	Flapping (F)							
454.13	Flapping (F)							
454.17	Flapping (F)							
454.20	Flapping (F)							
454.23	Flapping (F)							
454.27	Flapping (F)							
454.30	Flapping (F)							
454.33	Flapping (F)							
454.37	Flapping (F)							
454.40	Flapping (F)							
454.43	Flapping (F)							
454.47	Flapping (F)							
454.50	Flapping (F)							
454.53	Flapping (F)							
454.57	Flapping (F)							
454.60	Flapping (F)							
454.63	Flapping (F)							
454.67	Flapping (F)							
454.70	Flapping (F)							
454.73	Flapping (F)							
454.77	Flapping (F)							
454.80	Flapping (F)							
454.83	Flapping (F)							
454.87	Flapping (F)							
454.90	Flapping (F)							
454.93	Flapping (F)							
454.97	Flapping (F)							
455.00	Flapping (F)							
455.03	Flapping (F)							
455.07	Flapping (F)							
455.10	Flapping (F)							
455.13	Flapping (F)							
455.17	Flapping (F)							
455.20	Flapping (F)							
455.23	Flapping (F)							
455.27	Flapping (F)							
455.30	Flapping (F)							
455.33	Flapping (F)							
455.37	Flapping (F)							
455.40	Flapping (F)							
455.43	Flapping (F)							
455.47	Flapping (F)							
455.50	Flapping (F)							
455.53	Flapping (F)							
455.57	Flapping (F)							
455.60	Flapping (F)							
455.63	Flapping (F)							
455.67	Flapping (F)							
455.70	Flapping (F)							
455.73	Flapping (F)							
455.77	Flapping (F)							
455.80	Flapping (F)							
455.83	Flapping (F)							
455.87	Flapping (F)							
455.90	Flapping (F)							
455.93	Flapping (F)							
455.97	Flapping (F)							
456.00	Flapping (F)							
456.03	Flapping (F)							
456.07	Flapping (F)							
456.10	Flapping (F)							
456.13	Flapping (F)							
456.17	Flapping (F)							
456.20	Flapping (F)							
456.23	Flapping (F)							
456.27	Flapping (F)							
456.30	Flapping (F)							
456.33	Flapping (F)							
456.37	Flapping (F)							
456.40	Gliding (G)							
456.43	Gliding (G)							
456.47	Gliding (G)							
456.50	Gliding (G)							
456.53	Gliding (G)							
456.57	Gliding (G)							
456.60	Gliding (G)							
456.63	Gliding (G)							
456.67	Gliding (G)							
456.70	Gliding (G)							
456.73	Gliding (G)							
456.77	Gliding (G)							
456.80	Gliding (G)							
456.83	Gliding (G)							
456.87	Gliding (G)							
456.90	Gliding (G)							
456.93	Gliding (G)							
456.97	Gliding (G)							
457.00	Gliding (G)							
457.03	Gliding (G)							
457.07	Gliding (G)							
457.10	Gliding (G)							
457.13	Gliding (G)							
457.17	Gliding (G)							
457.20	Gliding (G)							
457.23	Gliding (G)							
457.27	Gliding (G)							
457.30	Gliding (G)							
457.33	Gliding (G)							
457.37	Gliding (G)							
457.40	Gliding (G)							
457.43	Gliding (G)							
457.47	Gliding (G)							
457.50	Gliding (G)							
457.53	Gliding (G)							
457.57	Gliding (G)							
457.60	Gliding (G)							
457.63	Gliding (G)							
457.67	Gliding (G)							
457.70	Gliding (G)							
457.73	Gliding (G)							
457.77	Gliding (G)							
457.80	Flapping (F)							
457.83	Flapping (F)							
457.87	Flapping (F)							
457.90	Flapping (F)							
457.93	Flapping (F)							
457.97	Flapping (F)							
458.00	Flapping (F)							
458.03	Flapping (F)							
458.07	Flapping (F)							
458.10	Flapping (F)							
458.13	Flapping (F)							
458.17	Flapping (F)							
458.20	Flapping (F)							
458.23	Flapping (F)							
458.27	Flapping (F)							
458.30	Flapping (F)							
458.33	Flapping (F)							
458.37	Flapping (F)							
458.40	Flapping (F)							
458.43	Flapping (F)							
458.47	Flapping (F)							
458.50	Flapping (F)							
458.53	Flapping (F)							
458.57	Flapping (F)							
458.60	Flapping (F)							
458.63	Flapping (F)							
458.67	Flapping (F)							
458.70	Flapping (F)							
458.73	Flapping (F)							
458.77	Flapping (F)							
458.80	Flapping (F)							
458.83	Flapping (F)							
458.87	Flapping (F)							
458.90	Flapping (F)							
458.93	Flapping (F)							
458.97	Flapping (F)							
459.00	Flapping (F)							
459.03	Flapping (F)							
459.07	Flapping (F)							
459.10	Flapping (F)							
459.13	Flapping (F)							
459.17	Flapping (F)							
459.20	Flapping (F)							
459.23	Flapping (F)							
459.27	Flapping (F)							
459.30	Flapping (F)							
459.33	Flapping (F)							
459.37	Flapping (F)							
